subject_code_1,subject_code_2,distance
sub-c0036,sub-c0013,1.2586646116463025
sub-c0036,sub-c0518,1.4516506284220212
sub-c0036,sub-s0105,1.4710681506017809
sub-c0036,sub-s0157,1.3647941194369717
sub-c0036,sub-c0022,1.5161727267245093
sub-c0036,sub-c0028,1.3106218087323114
sub-c0036,sub-s0078,1.3080478891473
sub-c0036,sub-c0387,1.4391647754418069
sub-c0036,sub-s0057,1.3549219387217306
sub-c0036,sub-c0064,1.3107711598898901
sub-c0036,sub-c0293,1.3519648728862952
sub-c0036,sub-c0038,1.4521629674909284
sub-c0036,sub-c0547,1.3627721302820464
sub-c0036,sub-c0041,1.3683790242957814
sub-c0036,sub-s0226,1.4471740801634991
sub-c0036,sub-s0177,1.4072845158391092
sub-c0036,sub-c0085,1.4692257944203109
sub-c0036,sub-c0091,1.3164123655658557
sub-c0036,sub-s0094,1.3297470857815707
sub-c0036,sub-c0053,1.535938333387016
sub-c0036,sub-c0519,1.3943854289236104
sub-c0036,sub-c0330,1.4992276200731773
sub-c0036,sub-s0075,1.5440210171822635
sub-c0036,sub-c0419,1.436658276878536
sub-c0036,sub-c0488,1.3944137570435116
sub-c0036,sub-c0517,1.3940830534582733
sub-c0036,sub-c0516,1.4267725496029693
sub-c0036,sub-c0050,1.2878009205523449
sub-c0036,sub-c0546,1.4400915823411937
sub-c0036,sub-s0007,1.3332097025592218
sub-c0036,sub-c0291,1.3456702002140777
sub-c0036,sub-c0549,1.3068075598233162
sub-c0036,sub-c0062,1.5219719250768422
sub-c0036,sub-c0070,1.4496060250055935
sub-c0036,sub-c0280,1.5185778521073436
sub-c0036,sub-c0270,1.4737566703366636
sub-c0036,sub-s0164,1.4843776629454268
sub-c0036,sub-s0152,1.5057431370899066
sub-c0036,sub-c0042,1.5065247475364931
sub-c0036,sub-c0210,1.4478420963462693
sub-s0095,sub-c0089,1.3717121363307792
sub-s0095,sub-s0079,1.4870658136341668
sub-s0095,sub-s0223,1.4215366247029064
sub-s0095,sub-s0035,1.3503020707976345
sub-s0095,sub-c0268,1.424036295089527
sub-s0095,sub-c0052,1.4505111099918833
sub-s0095,sub-c0061,1.3894575527258752
sub-s0095,sub-c0015,1.2982004484657292
sub-s0095,sub-c0281,1.3944105412848584
sub-s0095,sub-c0269,1.4667265771637918
sub-s0095,sub-c0418,1.3776839320250829
sub-s0095,sub-c0292,1.3869599863750965
sub-s0095,sub-s0169,1.4097438765481216
sub-s0095,sub-c0067,1.3801035286527334
sub-s0095,sub-s0206,1.498038075223616
sub-s0095,sub-c0285,1.430651545921386
sub-s0095,sub-s0189,1.345609349618651
sub-s0095,sub-s0084,1.4782203230269317
sub-s0095,sub-c0246,1.3473000146837455
sub-s0095,sub-c0552,1.43317172114409
sub-s0095,sub-s0060,1.3398560996007036
sub-s0095,sub-s0043,1.2783489117208642
sub-s0095,sub-c0287,1.4039835610382785
sub-s0095,sub-s0076,1.4628405575037782
sub-s0095,sub-c0082,1.4843938759787778
sub-s0095,sub-c0030,1.484881482902465
sub-s0095,sub-s0250,1.3748625814046331
sub-s0095,sub-s0008,1.5129260929469843
sub-s0095,sub-s0032,1.4166867107682282
sub-s0095,sub-c0289,1.4605740022505624
sub-s0095,sub-c0366,1.4758097488602913
sub-s0095,sub-s0261,1.445413403708436
sub-s0095,sub-s0143,1.3840386993375298
sub-s0095,sub-c0272,1.4271750127815284
sub-s0095,sub-s0109,1.4592641913884161
sub-s0095,sub-s0181,1.412132575815555
sub-s0095,sub-c0256,1.4043813097283209
sub-s0095,sub-c0034,1.4574936508275103
sub-s0095,sub-c0017,1.4389145574065803
sub-s0095,sub-s0019,1.3739293519834288
sub-s0095,sub-c0273,1.348594420100902
sub-s0095,sub-s0103,1.4779452374526154
sub-s0095,sub-s0140,1.3757304762329914
sub-s0095,sub-c0020,1.370307727281148
sub-s0095,sub-c0290,1.3969210909783605
sub-s0095,sub-c0025,1.4327554006372423
sub-s0095,sub-c0253,1.4288697034944382
sub-s0095,sub-c0010,1.3463582395944427
sub-s0095,sub-s0127,1.4333099056333545
sub-s0095,sub-s0004,1.4653409186541841
sub-s0095,sub-s0194,1.4096831396443525
sub-s0095,sub-c0090,1.4249436122083126
sub-s0095,sub-c0044,1.4140899411987777
sub-s0095,sub-c0024,1.3668805393090906
sub-s0095,sub-c0009,1.4857660506667996
sub-s0095,sub-c0048,1.4069075803731304
sub-s0095,sub-c0037,1.3565328092038258
sub-s0095,sub-c0311,1.3914453249096759
sub-s0095,sub-c0170,1.3839216710097373
sub-s0095,sub-s0151,1.412826568274833
sub-s0095,sub-s0027,1.3131682710246346
sub-s0095,sub-s0005,1.5216664237704491
sub-s0095,sub-s0014,1.537136045107834
sub-s0095,sub-s0080,1.417921836872742
sub-s0095,sub-c0047,1.3289967246633814
sub-s0095,sub-c0490,1.3751564482559784
sub-s0095,sub-c0059,1.4132211206991636
sub-s0095,sub-s0128,1.3773751069752898
sub-s0095,sub-c0487,1.3861017091762717
sub-s0095,sub-c0411,1.4563352462637122
sub-s0095,sub-c0254,1.4296591482615157
sub-s0095,sub-s0074,1.4729046024720003
sub-s0095,sub-s0116,1.4612266480985974
sub-s0095,sub-s0219,1.4044245419277903
sub-s0095,sub-c0071,1.3750865754583892
sub-s0095,sub-s0012,1.3545408150947578
sub-s0095,sub-c0491,1.3694351723005356
sub-s0095,sub-s0045,1.3057152054113026
sub-s0095,sub-c0013,1.505626677874503
sub-s0095,sub-c0518,1.4206688445010287
sub-s0095,sub-s0105,1.417687925422784
sub-s0095,sub-s0157,1.4786285177723282
sub-s0095,sub-c0022,1.326119644210257
sub-s0095,sub-c0028,1.4304734316704493
sub-s0095,sub-s0078,1.4901379107084416
sub-s0095,sub-c0387,1.3411941856709368
sub-s0095,sub-s0057,1.4968674512227649
sub-s0095,sub-c0064,1.4680207448510878
sub-s0095,sub-c0293,1.435854679218545
sub-s0095,sub-c0038,1.3229343972602183
sub-s0095,sub-c0547,1.474576585194898
sub-s0095,sub-c0041,1.3829193602417345
sub-s0095,sub-s0226,1.4356109398275112
sub-s0095,sub-s0177,1.4291079519151348
sub-s0095,sub-c0085,1.3323783804133633
sub-s0095,sub-c0091,1.4911685527566338
sub-s0095,sub-s0094,1.4578795939575184
sub-s0095,sub-c0053,1.2813054353876883
sub-s0095,sub-c0519,1.4763339545969427
sub-s0095,sub-c0330,1.3395472528254684
sub-s0095,sub-s0075,1.3336924754263744
sub-s0095,sub-c0419,1.3719580359770527
sub-s0095,sub-c0488,1.4419973974027696
sub-s0095,sub-c0517,1.4714484981554798
sub-s0095,sub-c0516,1.3821693146302887
sub-s0095,sub-c0050,1.5031152319209158
sub-s0095,sub-c0546,1.3859033949902462
sub-s0095,sub-s0007,1.521422015330587
sub-s0095,sub-c0291,1.3906579207359764
sub-s0095,sub-c0549,1.4565003524854208
sub-s0095,sub-c0062,1.339807149393346
sub-s0095,sub-c0070,1.373712680012613
sub-s0095,sub-c0280,1.3336914781268947
sub-s0095,sub-c0270,1.414837887720625
sub-s0095,sub-s0164,1.404621160341888
sub-s0095,sub-s0152,1.3776313626269288
sub-s0095,sub-c0042,1.3563001528084806
sub-s0095,sub-c0210,1.356816154778852
sub-c0089,sub-s0079,1.4508979693825081
sub-c0089,sub-s0223,1.353595875415751
sub-c0089,sub-s0035,1.2748986024701956
sub-c0089,sub-c0268,1.3881910931350014
sub-c0089,sub-c0052,1.4428716139981828
sub-c0089,sub-c0061,1.3520227267768121
sub-c0089,sub-c0015,1.2905294733211254
sub-c0089,sub-c0281,1.386799366784199
sub-c0089,sub-c0269,1.4049064133283278
sub-c0089,sub-c0418,1.3629106415626138
sub-c0089,sub-c0292,1.3746157442878062
sub-c0089,sub-s0169,1.3342762793835705
sub-c0089,sub-c0067,1.3759088241783528
sub-c0089,sub-s0206,1.448789501966002
sub-c0089,sub-c0285,1.4390858336965802
sub-c0089,sub-s0189,1.35341651287368
sub-c0089,sub-s0084,1.476699251785592
sub-c0089,sub-c0246,1.3809871808852752
sub-c0089,sub-c0552,1.4082974131112815
sub-c0089,sub-s0060,1.3156153044730967
sub-c0089,sub-s0043,1.269273993976414
sub-c0089,sub-c0287,1.3890839629002762
sub-c0089,sub-s0076,1.490616788508203
sub-c0089,sub-c0082,1.4682976927404126
sub-c0089,sub-c0030,1.529710778147277
sub-c0089,sub-s0250,1.3276420606841537
sub-c0089,sub-s0008,1.4731441356133794
sub-c0089,sub-s0032,1.445354294842901
sub-c0089,sub-c0289,1.4173662838190924
sub-c0089,sub-c0366,1.5263957846054241
sub-c0089,sub-s0261,1.465882543349444
sub-c0089,sub-s0143,1.3753381678954637
sub-c0089,sub-c0272,1.382230801988768
sub-c0089,sub-s0109,1.4706256929319164
sub-c0089,sub-s0181,1.4571091152683011
sub-c0089,sub-c0256,1.3805720784357316
sub-c0089,sub-c0034,1.4899019097114907
sub-c0089,sub-c0017,1.4660313984300921
sub-c0089,sub-s0019,1.3000288236023965
sub-c0089,sub-c0273,1.3673625392345168
sub-c0089,sub-s0103,1.4919791418588029
sub-c0089,sub-s0140,1.3341922013345995
sub-c0089,sub-c0020,1.2625668501234941
sub-c0089,sub-c0290,1.3299960173086394
sub-c0089,sub-c0025,1.426370520613791
sub-c0089,sub-c0253,1.4453792599471038
sub-c0089,sub-c0010,1.34331284003338
sub-c0089,sub-s0127,1.4273528184672346
sub-c0089,sub-s0004,1.5260829235496813
sub-c0089,sub-s0194,1.356339657530901
sub-c0089,sub-c0090,1.4180537305180307
sub-c0089,sub-c0044,1.3270547389240908
sub-c0089,sub-c0024,1.3136986896233702
sub-c0089,sub-c0009,1.5293902484814064
sub-c0089,sub-c0048,1.4738186479342599
sub-c0089,sub-c0037,1.396870333483784
sub-c0089,sub-c0311,1.3969816292812303
sub-c0089,sub-c0170,1.3762500527600035
sub-c0089,sub-s0151,1.4364062774880864
sub-c0089,sub-s0027,1.3380313820651257
sub-c0089,sub-s0005,1.5359460463515981
sub-c0089,sub-s0014,1.5101243145669874
sub-c0089,sub-s0080,1.3915172740463537
sub-c0089,sub-c0047,1.2784915313321534
sub-c0089,sub-c0490,1.3401622446325188
sub-c0089,sub-c0059,1.338140136866645
sub-c0089,sub-s0128,1.3663434100911918
sub-c0089,sub-c0487,1.3883518183125672
sub-c0089,sub-c0411,1.4029213642156602
sub-c0089,sub-c0254,1.5279876750049062
sub-c0089,sub-s0074,1.4930130637866603
sub-c0089,sub-s0116,1.4593573854541446
sub-c0089,sub-s0219,1.3351084824112975
sub-c0089,sub-c0071,1.3578422754179826
sub-c0089,sub-s0012,1.267839193516629
sub-c0089,sub-c0491,1.4009043475590055
sub-c0089,sub-s0045,1.2861672610109323
sub-c0089,sub-c0013,1.5573539737879445
sub-c0089,sub-c0518,1.375329773043244
sub-c0089,sub-s0105,1.368351362688676
sub-c0089,sub-s0157,1.43057338208895
sub-c0089,sub-c0022,1.2942758798044784
sub-c0089,sub-c0028,1.4862809619577135
sub-c0089,sub-s0078,1.472210518565446
sub-c0089,sub-c0387,1.388331959340086
sub-c0089,sub-s0057,1.4681831025444474
sub-c0089,sub-c0064,1.4972215858043505
sub-c0089,sub-c0293,1.4570721358543792
sub-c0089,sub-c0038,1.3604000522289188
sub-c0089,sub-c0547,1.4258503111256304
sub-c0089,sub-c0041,1.3990439773370669
sub-c0089,sub-s0226,1.353975311815456
sub-c0089,sub-s0177,1.4158316500736003
sub-c0089,sub-c0085,1.3563510566368766
sub-c0089,sub-c0091,1.5074168172094358
sub-c0089,sub-s0094,1.5048546181310516
sub-c0089,sub-c0053,1.3272618541678602
sub-c0089,sub-c0519,1.420076200458635
sub-c0089,sub-c0330,1.3193850042403807
sub-c0089,sub-s0075,1.2704227512192847
sub-c0089,sub-c0419,1.3820064777858763
sub-c0089,sub-c0488,1.4322681654475093
sub-c0089,sub-c0517,1.4130722963783986
sub-c0089,sub-c0516,1.419954142858572
sub-c0089,sub-c0050,1.5070305596316056
sub-c0089,sub-c0546,1.3880921123483543
sub-c0089,sub-s0007,1.5037556686254863
sub-c0089,sub-c0291,1.4576201848959474
sub-c0089,sub-c0549,1.47155466231773
sub-c0089,sub-c0062,1.3363478256926942
sub-c0089,sub-c0070,1.372006669806735
sub-c0089,sub-c0280,1.3290530978449382
sub-c0089,sub-c0270,1.3330562370708265
sub-c0089,sub-s0164,1.3786937006000655
sub-c0089,sub-s0152,1.3402816598652514
sub-c0089,sub-c0042,1.303656456984698
sub-c0089,sub-c0210,1.3991507949593578
sub-s0079,sub-s0223,1.3971848005406735
sub-s0079,sub-s0035,1.4682305421996396
sub-s0079,sub-c0268,1.3969705547723794
sub-s0079,sub-c0052,1.3882832092848036
sub-s0079,sub-c0061,1.4228584659340449
sub-s0079,sub-c0015,1.4989439324129634
sub-s0079,sub-c0281,1.436738361375212
sub-s0079,sub-c0269,1.3756629185188438
sub-s0079,sub-c0418,1.4375854943225073
sub-s0079,sub-c0292,1.419283242080865
sub-s0079,sub-s0169,1.4168631391851687
sub-s0079,sub-c0067,1.4382307814163175
sub-s0079,sub-s0206,1.3386470159295307
sub-s0079,sub-c0285,1.4016510729576284
sub-s0079,sub-s0189,1.479131040527351
sub-s0079,sub-s0084,1.3528448402693016
sub-s0079,sub-c0246,1.4561315610658738
sub-s0079,sub-c0552,1.3849652747682744
sub-s0079,sub-s0060,1.4709977059590655
sub-s0079,sub-s0043,1.4819834333890334
sub-s0079,sub-c0287,1.430881036431207
sub-s0079,sub-s0076,1.3653434839920942
sub-s0079,sub-c0082,1.3604407793164213
sub-s0079,sub-c0030,1.3728574604334844
sub-s0079,sub-s0250,1.4460865278099273
sub-s0079,sub-s0008,1.3463895336209446
sub-s0079,sub-s0032,1.4000757754128061
sub-s0079,sub-c0289,1.374050296716492
sub-s0079,sub-c0366,1.374776134484466
sub-s0079,sub-s0261,1.3912005092491526
sub-s0079,sub-s0143,1.4306038530548013
sub-s0079,sub-c0272,1.4070468613941722
sub-s0079,sub-s0109,1.36936602542127
sub-s0079,sub-s0181,1.4070622741102652
sub-s0079,sub-c0256,1.4168285787563817
sub-s0079,sub-c0034,1.3665630318562796
sub-s0079,sub-c0017,1.3728512797455472
sub-s0079,sub-s0019,1.4459373497764167
sub-s0079,sub-c0273,1.4423362083049578
sub-s0079,sub-s0103,1.3698338579533433
sub-s0079,sub-s0140,1.4306828055461336
sub-s0079,sub-c0020,1.4557442625948507
sub-s0079,sub-c0290,1.4167861758268754
sub-s0079,sub-c0025,1.4014381974883074
sub-s0079,sub-c0253,1.3912090811207325
sub-s0079,sub-c0010,1.483093469064444
sub-s0079,sub-s0127,1.381427728438372
sub-s0079,sub-s0004,1.3800300923985547
sub-s0079,sub-s0194,1.423646776663439
sub-s0079,sub-c0090,1.408980472121732
sub-s0079,sub-c0044,1.3977845546865661
sub-s0079,sub-c0024,1.4349222823680146
sub-s0079,sub-c0009,1.3621401268475983
sub-s0079,sub-c0048,1.4224901602320823
sub-s0079,sub-c0037,1.462358109045233
sub-s0079,sub-c0311,1.42600312693402
sub-s0079,sub-c0170,1.4329353242841998
sub-s0079,sub-s0151,1.404085205648638
sub-s0079,sub-s0027,1.4910189820797763
sub-s0079,sub-s0005,1.3315072922701372
sub-s0079,sub-s0014,1.317964994585512
sub-s0079,sub-s0080,1.392298454003541
sub-s0079,sub-c0047,1.4830990299596842
sub-s0079,sub-c0490,1.4549781995866617
sub-s0079,sub-c0059,1.4210474063683258
sub-s0079,sub-s0128,1.4451587367837628
sub-s0079,sub-c0487,1.4277092693001858
sub-s0079,sub-c0411,1.3699794739804947
sub-s0079,sub-c0254,1.39099415966141
sub-s0079,sub-s0074,1.377803244157561
sub-s0079,sub-s0116,1.3877033369639589
sub-s0079,sub-s0219,1.4119665827204912
sub-s0079,sub-c0071,1.433699578965209
sub-s0079,sub-s0012,1.4577780497775301
sub-s0079,sub-c0491,1.472169514622734
sub-s0079,sub-s0045,1.4808639972829571
sub-s0079,sub-c0013,1.3550189740217842
sub-s0079,sub-c0518,1.402510398088428
sub-s0079,sub-s0105,1.4094613401695648
sub-s0079,sub-s0157,1.3597016953340262
sub-s0079,sub-c0022,1.4759027839834062
sub-s0079,sub-c0028,1.410154884521424
sub-s0079,sub-s0078,1.3384334388961991
sub-s0079,sub-c0387,1.450546627437932
sub-s0079,sub-s0057,1.3419757309279479
sub-s0079,sub-c0064,1.3737433989588197
sub-s0079,sub-c0293,1.40476156506723
sub-s0079,sub-c0038,1.4736333901793401
sub-s0079,sub-c0547,1.3514719855254633
sub-s0079,sub-c0041,1.4461983219141892
sub-s0079,sub-s0226,1.3758421362920996
sub-s0079,sub-s0177,1.4024263344839305
sub-s0079,sub-c0085,1.4624539057763783
sub-s0079,sub-c0091,1.3322561323478417
sub-s0079,sub-s0094,1.3710196098515355
sub-s0079,sub-c0053,1.5058838070936944
sub-s0079,sub-c0519,1.3559434569776967
sub-s0079,sub-c0330,1.4464801864092516
sub-s0079,sub-s0075,1.4720187595315137
sub-s0079,sub-c0419,1.4272286204606215
sub-s0079,sub-c0488,1.3996412306125559
sub-s0079,sub-c0517,1.352707910025337
sub-s0079,sub-c0516,1.4425874620049597
sub-s0079,sub-c0050,1.3306186316063402
sub-s0079,sub-c0546,1.442403210288371
sub-s0079,sub-s0007,1.3214675164166922
sub-s0079,sub-c0291,1.432195967360046
sub-s0079,sub-c0549,1.372848646048993
sub-s0079,sub-c0062,1.457372502098219
sub-s0079,sub-c0070,1.4328775635066555
sub-s0079,sub-c0280,1.4572349651919578
sub-s0079,sub-c0270,1.417925790923035
sub-s0079,sub-s0164,1.4324882487772113
sub-s0079,sub-s0152,1.4398625605751882
sub-s0079,sub-c0042,1.4567640798651513
sub-s0079,sub-c0210,1.4834285098933413
sub-s0223,sub-s0035,1.351791096942956
sub-s0223,sub-c0268,1.378136177888303
sub-s0223,sub-c0052,1.413712058152794
sub-s0223,sub-c0061,1.3924591393715102
sub-s0223,sub-c0015,1.383319429012111
sub-s0223,sub-c0281,1.425829000572098
sub-s0223,sub-c0269,1.3650767198110187
sub-s0223,sub-c0418,1.400645175253988
sub-s0223,sub-c0292,1.4043470975671302
sub-s0223,sub-s0169,1.3717964724047824
sub-s0223,sub-c0067,1.379589760400801
sub-s0223,sub-s0206,1.3818073058593676
sub-s0223,sub-c0285,1.4197072975943736
sub-s0223,sub-s0189,1.4208572028985877
sub-s0223,sub-s0084,1.433679129576221
sub-s0223,sub-c0246,1.427328529690146
sub-s0223,sub-c0552,1.4177583482915848
sub-s0223,sub-s0060,1.3783607090850667
sub-s0223,sub-s0043,1.3746873530476804
sub-s0223,sub-c0287,1.4178168475254687
sub-s0223,sub-s0076,1.4444647472949528
sub-s0223,sub-c0082,1.4243636262394188
sub-s0223,sub-c0030,1.4497372948717022
sub-s0223,sub-s0250,1.3618270269947195
sub-s0223,sub-s0008,1.4097190586289012
sub-s0223,sub-s0032,1.4504056013424305
sub-s0223,sub-c0289,1.379454071584532
sub-s0223,sub-c0366,1.472449169332868
sub-s0223,sub-s0261,1.4245000788010076
sub-s0223,sub-s0143,1.3826187149596898
sub-s0223,sub-c0272,1.3868510802614065
sub-s0223,sub-s0109,1.4569111794229446
sub-s0223,sub-s0181,1.4337830420898394
sub-s0223,sub-c0256,1.4092868775308807
sub-s0223,sub-c0034,1.4439721367196903
sub-s0223,sub-c0017,1.4313201195371927
sub-s0223,sub-s0019,1.3569252076237854
sub-s0223,sub-c0273,1.3997041481166026
sub-s0223,sub-s0103,1.4436566404334183
sub-s0223,sub-s0140,1.3895874267759314
sub-s0223,sub-c0020,1.335455603737988
sub-s0223,sub-c0290,1.3594703664245964
sub-s0223,sub-c0025,1.4166431896853142
sub-s0223,sub-c0253,1.4141752666052758
sub-s0223,sub-c0010,1.3799661820794582
sub-s0223,sub-s0127,1.391459332230458
sub-s0223,sub-s0004,1.4645817332193853
sub-s0223,sub-s0194,1.3875384206701122
sub-s0223,sub-c0090,1.4077296637948349
sub-s0223,sub-c0044,1.3528887724038015
sub-s0223,sub-c0024,1.3512330641478203
sub-s0223,sub-c0009,1.4636485958593515
sub-s0223,sub-c0048,1.4669137788099968
sub-s0223,sub-c0037,1.4145539503501223
sub-s0223,sub-c0311,1.4242423763960421
sub-s0223,sub-c0170,1.416800009083809
sub-s0223,sub-s0151,1.417563011475053
sub-s0223,sub-s0027,1.3995616459043676
sub-s0223,sub-s0005,1.463941195778703
sub-s0223,sub-s0014,1.4321098207871876
sub-s0223,sub-s0080,1.3771917296788978
sub-s0223,sub-c0047,1.3526654054661609
sub-s0223,sub-c0490,1.3708861452614118
sub-s0223,sub-c0059,1.3703746103965846
sub-s0223,sub-s0128,1.3874931083322062
sub-s0223,sub-c0487,1.3998923762081266
sub-s0223,sub-c0411,1.3698082785726289
sub-s0223,sub-c0254,1.4889181373190572
sub-s0223,sub-s0074,1.4433341322145206
sub-s0223,sub-s0116,1.4321841940955147
sub-s0223,sub-s0219,1.3765472960043201
sub-s0223,sub-c0071,1.391423957275521
sub-s0223,sub-s0012,1.3390695412738554
sub-s0223,sub-c0491,1.4293096094437197
sub-s0223,sub-s0045,1.376199763519402
sub-s0223,sub-c0013,1.4705295701402508
sub-s0223,sub-c0518,1.386830783393116
sub-s0223,sub-s0105,1.3693081002645706
sub-s0223,sub-s0157,1.4192343442389086
sub-s0223,sub-c0022,1.362988916684351
sub-s0223,sub-c0028,1.4634941639308081
sub-s0223,sub-s0078,1.4302834989153732
sub-s0223,sub-c0387,1.415814492467221
sub-s0223,sub-s0057,1.3960645692334779
sub-s0223,sub-c0064,1.444298551111888
sub-s0223,sub-c0293,1.454111789234127
sub-s0223,sub-c0038,1.4150836878797126
sub-s0223,sub-c0547,1.391335616343122
sub-s0223,sub-c0041,1.4256355369329439
sub-s0223,sub-s0226,1.3473156341115418
sub-s0223,sub-s0177,1.4005313761304388
sub-s0223,sub-c0085,1.403049074342851
sub-s0223,sub-c0091,1.42198177405938
sub-s0223,sub-s0094,1.4601121716586922
sub-s0223,sub-c0053,1.4109655071969613
sub-s0223,sub-c0519,1.3995771358902243
sub-s0223,sub-c0330,1.400710160657243
sub-s0223,sub-s0075,1.3413301412597847
sub-s0223,sub-c0419,1.4111676665028048
sub-s0223,sub-c0488,1.420521219719077
sub-s0223,sub-c0517,1.3732720476375062
sub-s0223,sub-c0516,1.4379220498064502
sub-s0223,sub-c0050,1.4417428264787908
sub-s0223,sub-c0546,1.4304650086203956
sub-s0223,sub-s0007,1.4123108244417737
sub-s0223,sub-c0291,1.4712630172852061
sub-s0223,sub-c0549,1.433551966705411
sub-s0223,sub-c0062,1.3590298459623293
sub-s0223,sub-c0070,1.403048622364979
sub-s0223,sub-c0280,1.368388186864191
sub-s0223,sub-c0270,1.3592768193460487
sub-s0223,sub-s0164,1.3940512688074762
sub-s0223,sub-s0152,1.3764760019923274
sub-s0223,sub-c0042,1.3574983476552147
sub-s0223,sub-c0210,1.4441345588022052
sub-s0035,sub-c0268,1.3838624630772518
sub-s0035,sub-c0052,1.4510310235002928
sub-s0035,sub-c0061,1.345267572530752
sub-s0035,sub-c0015,1.2295588050242072
sub-s0035,sub-c0281,1.3887760531176079
sub-s0035,sub-c0269,1.4298585861169928
sub-s0035,sub-c0418,1.3395221385427405
sub-s0035,sub-c0292,1.368045848471031
sub-s0035,sub-s0169,1.3277956858041986
sub-s0035,sub-c0067,1.3642696853598302
sub-s0035,sub-s0206,1.4777143865038636
sub-s0035,sub-c0285,1.4379545344417382
sub-s0035,sub-s0189,1.328801621041067
sub-s0035,sub-s0084,1.495241652465786
sub-s0035,sub-c0246,1.3547495536796221
sub-s0035,sub-c0552,1.4473155452677615
sub-s0035,sub-s0060,1.2808411585380877
sub-s0035,sub-s0043,1.2322553563391037
sub-s0035,sub-c0287,1.3736623769438123
sub-s0035,sub-s0076,1.5192918523881678
sub-s0035,sub-c0082,1.4956621115590059
sub-s0035,sub-c0030,1.555978287182442
sub-s0035,sub-s0250,1.2909769402499232
sub-s0035,sub-s0008,1.4934760689563633
sub-s0035,sub-s0032,1.4648472371525916
sub-s0035,sub-c0289,1.4255787478092572
sub-s0035,sub-c0366,1.5353695715675932
sub-s0035,sub-s0261,1.4826932562341806
